timestamp_ms,room_temp,ambient_temp,humidity,leak_pct,leak_alert,cooling,valve_pct,power_mW,energy_mWh,sensor_fault
46435,6.03,25.9,40.0,0,0,1,69,29064.0,68361.59,0
47435,6.00,25.9,40.0,0,0,1,67,29064.0,71267.99,0
48435,5.97,25.9,40.0,0,0,1,66,29064.0,74174.39,0
49435,5.95,25.9,40.0,0,0,1,65,29064.0,77080.79,0
50435,5.92,26.0,40.0,0,0,1,64,29064.0,79987.19,0
51435,5.91,26.0,40.0,0,0,1,64,29064.0,82893.59,0
52435,5.89,26.0,40.0,0,0,1,63,29064.0,85799.98,0
53435,5.87,26.0,40.0,0,0,1,62,29064.0,88706.38,0
54435,5.86,26.0,40.0,0,0,1,62,29064.0,91612.78,0
55435,5.84,26.1,40.0,0,0,1,61,29064.0,94519.18,0
56435,5.83,26.1,40.0,0,0,1,61,29064.0,97425.58,0
57435,5.82,26.1,40.0,0,0,1,60,29064.0,100331.98,0
58435,5.81,26.1,40.0,0,0,1,60,29064.0,103238.38,0
59435,5.80,26.1,40.0,0,0,1,59,29064.0,106144.77,0
60435,5.79,26.2,40.0,0,0,1,59,9864.0,107131.17,0
61435,5.78,26.2,40.0,0,0,1,59,29064.0,110037.57,0
62435,5.78,26.2,40.0,0,0,1,59,9864.0,111023.97,0
63435,5.77,26.2,40.0,0,0,1,58,29064.0,113930.37,0
64435,5.77,26.2,40.0,0,0,1,58,9864.0,114916.77,0
65435,5.76,26.3,40.0,0,0,1,58,29064.0,117823.16,0
66435,5.76,26.3,40.0,0,0,1,58,9864.0,118809.56,0
67435,5.75,26.3,40.0,0,0,1,58,9864.0,119795.96,0
68435,5.75,26.3,40.0,0,0,1,57,29064.0,122702.36,0
69435,5.75,26.3,40.0,0,0,1,57,9864.0,123688.76,0
70435,5.74,26.4,40.0,0,0,1,57,9864.0,124675.16,0
71435,5.74,26.4,40.0,0,0,1,57,9864.0,125661.55,0
72435,5.74,26.4,40.0,0,0,1,57,9864.0,126647.95,0
73435,5.74,26.4,40.0,0,0,1,57,9864.0,127634.35,0
74435,5.73,26.4,40.0,0,0,1,57,9864.0,128620.75,0
75435,5.73,26.5,40.0,0,0,1,57,9864.0,129607.15,0
76435,5.73,26.5,40.0,0,0,1,57,29064.0,132513.55,0
77435,5.73,26.5,40.0,0,0,1,57,9864.0,133499.95,0
78435,5.73,26.5,40.0,0,0,1,57,9864.0,134486.36,0
79435,5.73,26.5,40.0,0,0,1,57,9864.0,135472.77,0
80435,5.73,26.6,40.0,0,0,1,57,9864.0,136459.17,0
81435,5.73,26.6,40.0,0,0,1,57,29064.0,139365.58,0
82435,5.73,26.6,40.0,0,0,1,57,29064.0,142271.98,0
